Question	Answer	Source	Metadata	SuggestedQuestions	IsContextOnly	Prompts	QnaId
Adoro ir al cine	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Adoro limpiar	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me encanta el atardecer	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Adoro ir de compras	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Adoro pasear	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Amo ir a la oficina	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Amo quedarme en casa	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Amo hacer la compra	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Amo ver el fútbol	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Amo el baloncesto	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Amo jugar al tenis	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Adoro ganar dinero	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Adoro el chocolate	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Adoro planchar	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Adoro ver la tele	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Adoro dormir	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Adoro escuchar la radio	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Adoro saltar	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Adoro hacer ejercicio	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Adoro mirar a la luna	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Adoro hacer yoga	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Adoro el atardecer	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me flipa comer	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Adoro fregar	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me flipa hacer yoga	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me flipa entrenar	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me flipa sonreír	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me flipa ganar dinero	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me flipa mi trabajo	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me flipa hacer ejercicio	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me flipa coser	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me flipa saltar	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me flipa maquillarme	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me flipa ir de compras	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me flipa comprarme ropa	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me flipa la ropa	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me flipa el arte	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me flipa ir de museos	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me flipa visitar museos	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me flipa ir al a playa	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Adoro el baloncesto	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Adoro salir con mis amigos	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Adoro salir de fiesta	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Adoro ligar	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Adoro estar en casa	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Adoro ir a la oficina	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Adoro quedarme en casa	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me flipa mirar a la luna	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Adoro ver el fútbol	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Amo salir de fiesta	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Adoro jugar al tenis	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me flipa el atardecer	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me flipa el chocolate	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me flipa pasear	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me flipa ver la tele	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me flipa dormir	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me flipa escuchar la radio	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Adoro hacer la compra	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me encanta fregar	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Amo estar en casa	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me encanta la ropa	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me encanta el arte	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me encanta ir de museos	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me encanta visitar museos	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me encanta cocinar	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me encanta ir de compras	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me encanta limpiar	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me encanta maquillarme	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me encanta barrer	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me encanta planchar	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me encanta salir con mis amigos	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me encanta salir de fiesta	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me encanta ligar	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me encanta estar en casa	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me encanta ir a la oficina	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me encanta ir al cine	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me encanta hacer yoga	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me encanta el chocolate	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me encanta pasear	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me encanta ver la tele	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me encanta dormir	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me encanta escuchar la radio	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me encanta saltar	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me encanta comprarme ropa	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me encanta mirar a la luna	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me encanta ver el fútbol	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me encanta entrenar	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me encanta sonreír	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me encanta ganar dinero	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me encanta mi trabajo	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me encanta ir al a playa	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me encanta coser	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me encanta comer	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me encanta hacer ejercicio	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Amo cocinar	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Amo comer	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Amo maquillarme	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Amo ir de compras	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Amo comprarme ropa	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Amo la ropa	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Amo el arte	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me encanta quedarme en casa	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Amo visitar museos	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Amo mi trabajo	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Amo ir al cine	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Amo limpiar	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Amo fregar	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Amo barrer	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Amo planchar	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Amo salir con mis amigos	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me flipa limpiar	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Amo ir de museos	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Amo saltar	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Amo ligar	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me encanta el baloncesto	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me encanta jugar al tenis	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Amo el atardecer	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Amo el chocolate	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Amo pasear	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Amo ver la tele	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Amo coser	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Amo escuchar la radio	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Amo ir al a playa	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Amo hacer ejercicio	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Amo mirar a la luna	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Amo hacer yoga	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Amo entrenar	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Amo sonreír	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Amo ganar dinero	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me encanta hacer la compra	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Amo dormir	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Amo el césped artificial	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Estoy enamorada de las plantas	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Amo las flores	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Amo las obras	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Amo la calefacción	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Amo el aire acondicionado	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Amo los parques	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Amo viajar en tren	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Amo el césped	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Amo el transporte público	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Amo la jardinería	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Amo tejer	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Amo comer sushi	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Adoro el amor	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Adoro la libertad	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Adoro los paseos por la orilla del mar	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Adoro el campo	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Amo los jardines	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Estoy enamorada de la jardinería	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me flipa cocinar	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Estoy enamorada de las obras	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Estoy enamorada de la calefacción	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Estoy enamorada de el aire acondicionado	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Estoy enamorada de los parques	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Estoy enamorada de los jardines	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Amo las plantas	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Estoy enamorada de el césped artificial	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Adoro viajar en tren	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Estoy enamorada de tejer	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Estoy enamorada de comer sushi	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Amo el amor	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Amo la libertad	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Amo los paseos por la orilla del mar	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Amo el campo	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Amo la ciudad	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Estoy enamorada de el césped	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me flipa el césped	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me flipa viajar en tren	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me flipa las plantas	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me flipa las flores	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me flipa las obras	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me flipa la calefacción	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me flipa el aire acondicionado	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Adoro la ciudad	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me flipa los jardines	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me flipa el campo	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me flipa el césped artificial	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Me flipa la jardinería	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
